state_number,state_name,consecutive_number,number_of_vehicle_forms_submitted_all,number_of_motor_vehicles_in_transport_mvit,number_of_parked_working_vehicles,number_of_forms_submitted_for_persons_not_in_motor_vehicles,number_of_persons_not_in_motor_vehicles_in_transport_mvit,number_of_persons_in_motor_vehicles_in_transport_mvit,number_of_forms_submitted_for_persons_in_motor_vehicles,county,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,national_highway_system,land_use,land_use_name,functional_system,functional_system_name,ownership,ownership_name,route_signing,route_signing_name,trafficway_identifier,trafficway_identifier_2,milepoint,latitude,longitude,special_jurisdiction,special_jurisdiction_name,first_harmful_event,first_harmful_event_name,manner_of_collision,manner_of_collision_name,relation_to_junction_within_interchange_area,relation_to_junction_specific_location,relation_to_junction_specific_location_name,type_of_intersection,work_zone,relation_to_trafficway,relation_to_trafficway_name,light_condition,light_condition_name,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,school_bus_related,rail_grade_crossing_identifier,hour_of_notification,minute_of_notification,hour_of_arrival_at_scene,minute_of_arrival_at_scene,hour_of_ems_arrival_at_hospital,minute_of_ems_arrival_at_hospital,related_factors_crash_level_1,related_factors_crash_level_1_name,related_factors_crash_level_2,related_factors_crash_level_2_name,related_factors_crash_level_3,related_factors_crash_level_3_name,number_of_fatalities,number_of_drunk_drivers,timestamp_of_crash,waktu_kategori,tipe_hari,nama_hari
26,Michigan,260682,6,6,0,0,0,12,12,45,0,18,10,2015,1,19,16,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-96,,18,42.74378889,-84.66785833,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,19,19,19,22,99,99,27,Backup Due to Prior Crash,0,None,0,None,1,0,2015-10-18 19:16:00+00:00,Malam (18-23),Akhir Pekan,Minggu
6,California,62701,5,5,0,0,0,12,12,29,0,26,11,2015,5,3,55,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-5,,717,35.60026667,-119.63991667,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,19,Recent Previous Crash Scene Nearby (Since 1989),0,None,0,None,2,0,2015-11-26 03:55:00+00:00,Dini hari (00-05),Hari Kerja,Kamis
6,California,60512,8,8,0,0,0,27,27,1,0,14,3,2015,7,16,13,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-580,,55,37.72161944,-121.6528,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,Construction,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-03-14 16:13:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
35,New Mexico,350272,5,5,0,0,0,11,11,37,0,20,12,2015,1,16,0,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-40,,3090,35.08238333,-104.11555,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-12-20 16:00:00+00:00,Siang (12-17),Akhir Pekan,Minggu
35,New Mexico,350072,5,5,0,0,0,9,9,37,700,12,4,2015,1,5,27,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-40,,3560,35.11183889,-103.33668611,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,5,37,5,47,7,25,0,None,0,None,0,None,2,0,2015-04-12 05:27:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
37,North Carolina,371035,5,5,0,0,0,5,5,21,0,5,11,2015,5,18,8,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-26,,0,35.54775833,-82.60664444,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",0,None,0,None,1,0,2015-11-05 18:08:00+00:00,Malam (18-23),Hari Kerja,Kamis
45,South Carolina,450155,5,5,0,0,0,12,12,41,0,21,3,2015,7,19,36,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-95,,0,34.26700556,-79.70865833,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,5,0,2015-03-21 19:36:00+00:00,Malam (18-23),Akhir Pekan,Sabtu
32,Nevada,320100,5,5,0,0,0,10,10,31,0,14,6,2015,1,2,9,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-580/US-395,,52,39.31330278,-119.82413056,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,2,Front-to-Front,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,2,10,2,35,2,56,0,None,0,None,0,None,1,2,2015-06-14 02:09:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
40,Oklahoma,400055,5,5,0,0,0,7,7,37,0,8,2,2015,1,2,20,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-44,,194,35.8976,-96.3176,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,6,Angle,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,2,31,2,45,4,10,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",0,None,0,None,1,1,2015-02-08 02:20:00+00:00,Dini hari (00-05),Akhir Pekan,Minggu
48,Texas,481634,5,5,0,0,0,16,16,161,0,20,7,2015,2,11,20,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-45,,279,31.8371,-96.28818889,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,7,Sideswipe – Same Direction,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,11,37,12,52,13,39,0,None,0,None,0,None,3,0,2015-07-20 11:20:00+00:00,Pagi (06-11),Hari Kerja,Senin
48,Texas,480879,5,5,0,0,0,5,5,27,6074,26,3,2015,5,11,15,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-35,,85,30.96361944,-97.52855556,0,No Special Jurisdiction (Includes National Forests Since 2008),21,Bridge Pier or Support,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Yes,18,Through Roadway,Not an Intersection,Construction,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,11,18,11,41,12,22,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",0,None,0,None,1,1,2015-03-26 11:15:00+00:00,Pagi (06-11),Hari Kerja,Kamis
12,Florida,122175,5,5,0,0,0,6,6,109,0,1,11,2015,1,22,32,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-95,,99998,29.98431111,-81.46051389,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,Yes,18,Through Roadway,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,27,Backup Due to Prior Crash,0,None,0,None,1,0,2015-11-01 22:32:00+00:00,Malam (18-23),Akhir Pekan,Minggu
17,Illinois,170204,5,5,0,0,0,6,6,197,0,3,5,2015,1,11,13,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-80,,1328,41.51173611,-88.08310278,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,8,Sideswipe – Opposite Direction,Yes,18,Through Roadway,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,11,18,99,99,99,99,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",0,None,0,None,1,1,2015-05-03 11:13:00+00:00,Pagi (06-11),Akhir Pekan,Minggu
2,Alaska,20035,6,6,0,0,0,18,18,20,850,31,7,2015,6,12,18,1,1,Rural,1,Interstate,1,State Highway Agency,3,State Highway,SR-1 SEWARD HWY,,782,60.82176389,-148.97600278,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,8,Driveway Access Related,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,12,16,12,29,13,46,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-07-31 12:18:00+00:00,Siang (12-17),Hari Kerja,Jumat
8,Colorado,80126,5,5,0,0,0,6,6,123,0,15,4,2015,4,19,28,1,1,Rural,1,Interstate,1,State Highway Agency,1,Interstate,I-25,,2450,40.23069444,-104.980075,0,No Special Jurisdiction (Includes National Forests Since 2008),57,Cable Barrier (Since 2008),0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Yes,19,Other Location Within Interchange Area,Not an Intersection,None,3,On Median,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,2,0,2015-04-15 19:28:00+00:00,Malam (18-23),Hari Kerja,Rabu
32,Nevada,320108,5,5,0,0,0,8,8,3,0,12,7,2015,1,20,50,1,2,Urban,1,Interstate,1,State Highway Agency,3,State Highway,SR-610 LAMB BLVD,I-15 OFF RAMP,99998,36.25775833,-115.07979444,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,2,Front-to-Front,Yes,2,Intersection,Four-Way Intersection,None,1,On Roadway,3,Dark – Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,20,55,21,2,21,12,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",0,None,0,None,2,1,2015-07-12 20:50:00+00:00,Malam (18-23),Akhir Pekan,Minggu
48,Texas,482145,6,6,0,0,0,10,10,29,6090,21,9,2015,2,19,24,1,2,Urban,1,Interstate,1,State Highway Agency,7,Local Street – Frontage Road (Since 1994),I-10,HUEBNER RD,148,29.54483889,-98.57855278,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,6,Angle,Yes,2,Intersection,Four-Way Intersection,None,1,On Roadway,3,Dark – Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",20,Police-Pursuit-Involved (Since 1994),0,None,1,0,2015-09-21 19:24:00+00:00,Malam (18-23),Hari Kerja,Senin
4,Arizona,40541,5,5,0,0,0,6,6,13,0,22,8,2015,7,2,28,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-10,,1669,33.22643056,-111.92593611,3,Indian Reservation,1,Rollover/Overturn,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,1,On Roadway,2,Dark – Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,2,30,2,40,99,99,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",0,None,0,None,1,2,2015-08-22 02:28:00+00:00,Dini hari (00-05),Akhir Pekan,Sabtu
17,Illinois,170420,5,5,0,0,0,11,11,63,0,28,6,2015,1,13,20,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-80,,1120,41.38778056,-88.42413056,0,No Special Jurisdiction (Includes National Forests Since 2008),34,Ditch,0,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",No,1,Non-Junction,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,13,22,99,99,99,99,0,None,0,None,0,None,1,0,2015-06-28 13:20:00+00:00,Siang (12-17),Akhir Pekan,Minggu
49,Utah,490250,5,5,0,0,0,10,10,49,970,18,12,2015,6,11,35,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-15,,2746,40.34388889,-111.75912778,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,11,35,11,35,99,99,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",0,None,0,None,1,0,2015-12-18 11:35:00+00:00,Pagi (06-11),Hari Kerja,Jumat
48,Texas,481733,6,6,0,0,0,13,13,141,2190,29,4,2015,4,21,50,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-10,,275,31.77158611,-106.37779167,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,3,Dark – Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,22,2,22,8,22,26,0,None,0,None,0,None,1,0,2015-04-29 21:50:00+00:00,Malam (18-23),Hari Kerja,Rabu
48,Texas,482254,5,5,0,0,0,5,5,113,3880,30,9,2015,4,6,40,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-35 E,,57,32.63022778,-96.82306389,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-09-30 06:40:00+00:00,Pagi (06-11),Hari Kerja,Rabu
48,Texas,482782,5,5,0,0,0,7,7,439,2450,23,11,2015,2,11,15,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-35W NORTH FWY,,17,32.91750278,-97.31731111,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,Construction,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,11,16,11,31,12,6,0,None,0,None,0,None,1,0,2015-11-23 11:15:00+00:00,Pagi (06-11),Hari Kerja,Senin
48,Texas,482162,5,5,0,0,0,6,6,257,6830,16,9,2015,4,10,38,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-20,,125,32.71444444,-96.31208333,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,10,40,10,43,11,48,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-09-16 10:38:00+00:00,Pagi (06-11),Hari Kerja,Rabu
48,Texas,482023,5,5,0,0,0,6,6,441,30,24,8,2015,2,16,10,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-20,,24,32.49059722,-99.72938333,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-08-24 16:10:00+00:00,Siang (12-17),Hari Kerja,Senin
48,Texas,482644,6,6,0,0,0,8,8,141,2190,5,11,2015,5,17,55,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-10,,66,31.83596111,-106.56925278,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,3,Dark – Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,17,56,18,2,18,55,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-11-05 17:55:00+00:00,Siang (12-17),Hari Kerja,Kamis
41,Oregon,410053,5,5,0,0,0,12,12,51,1650,7,3,2015,7,15,28,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-5,,3069,45.59220556,-122.682725,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,15,29,15,40,16,4,0,None,0,None,0,None,1,0,2015-03-07 15:28:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
1,Alabama,10343,7,7,0,0,0,18,18,97,2100,2,7,2015,5,13,40,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-10,,247,30.66173611,-88.05686389,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,13,48,99,99,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-07-02 13:40:00+00:00,Siang (12-17),Hari Kerja,Kamis
12,Florida,122470,5,5,0,0,0,5,5,101,0,11,12,2015,6,5,42,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-75,,99998,28.34591111,-82.32192222,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,"Work Zone, Type Unknown",1,On Roadway,2,Dark – Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,0,None,0,None,0,None,1,0,2015-12-11 05:42:00+00:00,Dini hari (00-05),Hari Kerja,Jumat
8,Colorado,80389,5,5,0,0,0,5,5,1,230,14,9,2015,2,16,55,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-76,,242,39.99196667,-104.72844444,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,16,47,17,1,99,99,14,"Motor Vehicle (In Transport 1983-2004) Struck By Falling Cargo or
Something That Came Loose From or Something That Was Set in Motion By
a Vehicle
(Since 1983)",28,Backup Due to Regular Congestion,0,None,1,0,2015-09-14 16:55:00+00:00,Siang (12-17),Hari Kerja,Senin
26,Michigan,260561,7,7,0,0,0,17,17,33,4480,7,8,2015,6,16,10,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-75,,257,46.48773056,-84.37576389,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,16,0,16,5,99,99,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-08-07 16:10:00+00:00,Siang (12-17),Hari Kerja,Jumat
47,Tennessee,470389,9,9,0,0,0,18,18,65,400,25,6,2015,5,19,10,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-75 US-74,,117,35.08673889,-85.06648056,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,3,Other Maintenance or Construction-Created Condition,0,None,0,None,6,0,2015-06-25 19:10:00+00:00,Malam (18-23),Hari Kerja,Kamis
6,California,60020,5,5,0,0,0,5,5,1,1364,5,1,2015,2,16,50,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-680,,29,37.50049722,-121.92908889,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-01-05 16:50:00+00:00,Siang (12-17),Hari Kerja,Senin
6,California,63135,5,5,0,0,0,9,9,73,3645,11,4,2015,7,16,2,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-5,,398,33.00783889,-117.261525,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,28,Backup Due to Regular Congestion,0,None,0,None,1,0,2015-04-11 16:02:00+00:00,Siang (12-17),Akhir Pekan,Sabtu
6,California,61020,6,6,0,0,0,10,10,1,0,14,5,2015,5,10,20,1,2,Urban,1,Interstate,1,State Highway Agency,1,Interstate,I-580,,303,37.69084722,-122.08855,0,No Special Jurisdiction (Includes National Forests Since 2008),12,Motor Vehicle in Transport,1,Front-to-Rear,No,1,Non-Junction,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,No,0000000,99,99,99,99,99,99,26,Backup Due to Prior Non-Recurring Incident,0,None,0,None,1,0,2015-05-14 10:20:00+00:00,Pagi (06-11),Hari Kerja,Kamis
